id,nl,fopl_input,fopl_output,status,timestamp
75,A beverage is classified as a soft drink if it does not contain alcohol and is typically carbonated.,∀x (Beverage(x) ∧ ¬ContainsAlcohol(x) ∧ TypicallyCarbonated(x) → SoftDrink(x)),∀x (¬Beverage(x) ∨ ¬ContainsAlcohol(x) ∨ ¬TypicallyCarbonated(x) ∨ SoftDrink(x)),success,2026-03-26T04:49:10.974528+00:00
76,"A smartphone connects to the internet, makes calls, and sends messages.",∀x (Smartphone(x) → (ConnectsToInternet(x) ∧ MakesCalls(x) ∧ SendsMessages(x))),∀x (Smartphone(x) → (ConnectsToInternet(x) ∧ MakesCalls(x) ∧ SendsMessages(x))),success,2026-03-26T04:49:11.687598+00:00
77,"A mountain forms from tectonic forces, has an elevation, and can be climbed.",∀x (Mountain(x) → (FormsFromTectonicForces(x) ∧ HasElevation(x) ∧ CanBeClimbed(x))),∀x (Mountain(x) → (FormsFromTectonicForces(x) ∧ HasElevation(x) ∨ CanBeClimbed(x))),success,2026-03-26T04:49:12.403633+00:00
78,An artistic expression that involves movement and is not a dance is either a theater performance or a circus act.,∀x (ArtisticExpression(x) ∧ InvolvesMovement(x) ∧ ¬Dance(x) → TheaterPerformance(x) ⊕ CircusAct(x)),∀x (ArtisticExpression(x) ∧ InvolvesMovement(x) ∧ ¬Dance(x) → TheaterPerformance(x) ⊕ CircusAct(x)),success,2026-03-26T04:49:13.253969+00:00
79,"A bird can fly and not swim, or swim and not fly.",∀x (Bird(x) → ((CanFly(x) ∧ ¬CanSwim(x)) ∨ (CanSwim(x) ∧ ¬CanFly(x)))),∀x (Bird(x) → ((CanFly(x) ∧ ¬CanSwim(x)) ∨ (CanSwim(x) ∧ ¬CanFly(x)))),success,2026-03-26T04:49:13.942244+00:00
80,An object is buoyant if it floats on the surface of a liquid.,"∀x ∀y (Object(x) ∧ Liquid(y) ∧ FloatsOnSurface(x, y) → Buoyant(x))","∀x1 ∀x2 (Object(x1) ∧ Liquid(x2) ∧ FloatsOnSurface(x1, x2) → Buoyant(x1))",success,2026-03-26T04:49:15.186006+00:00
81,"A bat is a mammal and can fly, while a turtle is a reptile and cannot fly.",∀x ∀y (Bat(x) ∧ Turtle(y) → ((Mammal(x) ∧ CanFly(x)) ∧ (Reptile(y) ∧ ¬CanFly(y)))),∀x ∀y (Bat(x) ∧ Turtle(y) → ((Mammal(x) ∧ CanFly(x)) ∧ (Reptile(y) ∧ ¬CanFly(y)))),success,2026-03-26T04:49:15.880533+00:00
82,A bicycle is a mountain bike if it has thick tires and is not designed for road use.,∀x (Bicycle(x) ∧ ThickTires(x) ∧ ¬DesignedForRoadUse(x) → MountainBike(x)),∃x (Bicycle(x) ∧ ThickTires(x) ∧ ¬DesignedForRoadUse(x) → MountainBike(x)),success,2026-03-26T04:49:16.627814+00:00
83,"A red apple is sweet and a green apple is sour, while a yellow apple is a balance between sweet and sour.",∀x ∀y ∀z (RedApple(x) ∧ GreenApple(y) ∧ YellowApple(z) → ((IsSweet(x) ∧ IsSour(y)) ∧ (IsSweet(z) ⊕ IsSour(z)))),∀x1 ∀y1 ∀z1 (RedApple(x1) ∧ GreenApple(y1) ∧ YellowApple(z1) → ((IsSweet(x1) ∧ IsSour(y1)) ∧ (IsSweet(z1) ⊕ IsSour(z1)))),success,2026-03-26T04:49:17.630747+00:00
84,"Some animals are herbivores and eat only plants, while others are carnivores and eat only other animals.",∃x (Animal(x) ∧ Herbivore(x) ∧ EatsOnlyPlants(x)) ∧ ∃y (Animal(y) ∧ Carnivore(y) ∧ EatsOnlyAnimals(y)),∃x (Animal(x) ∧ Herbivore(x) ∧ EatsOnlyPlants(x)) ∧ ∃y (Animal(y) ∧ Carnivore(y) ∧ EatsOnlyAnimals(y)),success,2026-03-26T04:49:18.349031+00:00
85,A refrigerator preserves perishables but not electronics.,"∀x ∀y (Refrigerator(x) ∧ Perishable(y) → Preserves(x, y)) ∧ ¬(Refrigerator(x) ∧ Electronics(y) → Preserves(x, y))","∀x ∀y (Refrigerator(x) ∧ Perishable(y) → Preserves(x, y)) ∧ ¬(Refrigerator(x) ∧ Electronics(y) ∧ Preserves(x, y))",success,2026-03-26T04:49:19.177356+00:00
86,A battery stores electrical energy and provides power to devices.,"∀x∀y (Battery(x) ∧ Device(y) → (StoresElectricalEnergy(x) ∧ ProvidesPower(x, y)))","∀x∀y (Battery(x) ∧ Device(y) → (StoresElectricalEnergy(x) ∧ ProvidesPower(x, y)))",success,2026-03-26T04:49:19.869371+00:00
87,A vehicle is considered a motorcycle if it has two wheels and an engine.,∀x (Vehicle(x) ∧ TwoWheels(x) ∧ HasEngine(x) → Motorcycle(x)),∀x (Vehicle(x) ∧ TwoWheels(x) ∧ HasEngine(x) → Motorcycle(x)),success,2026-03-26T04:49:20.601275+00:00
88,"A city has buildings, a park has trees, and a beach has sand.",∀x∀y∀z (City(x) ∧ Park(y) ∧ Beach(z) → (HasBuildings(x) ∧ HasTrees(y) ∧ HasSand(z))),∀x∀y∀z (City(x) ∧ Park(y) ∧ Beach(z) → (¬¬HasBuildings(x) ∨ (HasTrees(y) ∧ HasSand(z))),success,2026-03-26T04:49:21.302911+00:00
89,An oven is used for baking and cooking food.,∀x (Oven(x) → (UsedForBaking(x) ∧ UsedForCooking(x))),∀x1 (Oven(x1) → (UsedForBaking(x1) ∧ UsedForCooking(x1))),success,2026-03-26T04:49:22.132561+00:00
90,"A beverage that is made from fermented grains, has a specific alcohol content, and is popular in a particular region is typically a beer or an ale.","∀x∀y∀z (Beverage(x) ∧ MadeFromFermentedGrains(x) ∧ SpecificAlcoholContent(y) ∧ Has(x, y) ∧ PopularInRegion(x, z) ∧ ParticularRegion(z) → (Beer(x) ∨ Ale(x)))","∀x∀y∀z (Beverage(x) ∧ MadeFromFermentedGrains(x) ∧ SpecificAlcoholContent(y) ∧ Has(x, y) ∧ PopularInRegion(x, z) ∧ ParticularRegion(z) → (Beer(x) ∨ Ale(x)))",success,2026-03-26T04:49:22.865083+00:00
91,"Sun rises in the east, sets in the west, and shines during the day.",∀x (Sun(x) → (RisesInEast(x) ∧ SetsInWest(x) ∧ ShinesDuringDay(x))),∀x (Sun(x) → (RisesInEast(x) ∧ SetsInWest(x) ∧ ShinesDuringDay(x))),success,2026-03-26T04:49:24.081298+00:00
92,"Wolves howl, while birds chirp.",∀x∀y (Wolf(x) ∧ Bird(y) → (Howls(x) ∧ Chirps(y))),∀x∀y (Wolf(x) ∧ Bird(y) → (Howls(x) ∧ Chirps(y))),success,2026-03-26T04:49:24.789908+00:00
93,A person is a volunteer if they offer their time and skills for a cause without expecting compensation.,∀x (Volunteer(x) ↔ (Person(x) ∧ OffersTimeAndSkills(x) ∧ ForCause(x) ∧ ¬ExpectsCompensation(x))),∀x (Volunteer(x) ↔ (Person(x) ∧ OffersTimeAndSkills(x) ∧ ForCause(x) ∧ ExpectsCompensation(x))),success,2026-03-26T04:49:25.516390+00:00
94,"A vehicle is considered a bicycle if it has two wheels, is powered by human effort, and is ridden by a rider who sits on a seat and pedals.",∀x (Vehicle(x) ∧ TwoWheels(x) ∧ PoweredByHumanEffort(x) ∧ RiderSitsOnSeatAndPedals(x) → Bicycle(x)),∀x (Vehicle(x) ∧ TwoWheels(x) ∧ PoweredByHumanEffort(x) ∧ RiderSitsOnSeatAndPedals(x) → Bicycle(x)),success,2026-03-26T04:49:26.248147+00:00
95,"A versatile musician plays different instruments, such as piano or guitar, and performs in various styles, like jazz or rock.",∀x (Musician(x) ∧ Versatile(x) ∧ (PlaysPiano(x) ∨ PlaysGuitar(x)) ∧ (PerformsInJazz(x) ∨ PerformsInRock(x))),∀x (Musician(x) ∧ Versatile(x) ∧ (PlaysPiano(x) ∨ PlaysGuitar(x)) ∧ (PerformsInJazz(x) ∨ PerformsInRock(x))),success,2026-03-26T04:49:26.988350+00:00
96,A polygon with four sides is called a quadrilateral.,∀x (FourSides(x) → Quadrilateral(x)),∀x1 (FourSides(x1) → Quadrilateral(x1)),success,2026-03-26T04:49:27.665129+00:00
97,"A waterfall is a natural feature where water flows over a vertical drop or a series of steep drops, often found in mountainous areas or along rivers.",∀x (Waterfall(x) → NaturalFeature(x) ∧ WaterFlowsOverVerticalDrop(x) ∧ (FoundInMountainousAreas(x) ∨ FoundAlongRivers(x))),∀x (Waterfall(x) → NaturalFeature(x) ∧ WaterFlowsOverVerticalDrop(x) ∧ FoundInMountainousAreas(x)),success,2026-03-26T04:49:28.383469+00:00
98,A student is an honor student if they have good grades and participate in extracurricular activities.,∀x (Student(x) ∧ GoodGrades(x) ∧ ParticipatesInExtracurricularActivities(x) → HonorStudent(x)),∀x1 (Student(x1) ∧ GoodGrades(x1) ∧ ParticipatesInExtracurricularActivities(x1) → HonorStudent(x1)),success,2026-03-26T04:49:29.139969+00:00
99,"A game played on a rectangular surface, involves two teams, and has the objective of scoring points by putting a ball into the opposing team's goal is classified as soccer.",∀x (Game(x) ∧ PlayedOnRectangularSurface(x) ∧ InvolvesTwoTeams(x) ∧ ObjectiveIsScoringPoints(x) ∧ PuttingBallInOpposingTeamsGoal(x) → Soccer(x)),∀x (Game(x) ∧ PlayedOnRectangularSurface(x) ∧ InvolvesTwoTeams(x) ∧ ObjectiveIsScoringPoints(x) ∧ PuttingBallInOpposingTeamsGoal(x) → Soccer(x)),success,2026-03-26T04:49:29.917319+00:00
100,"A thunderstorm occurs when warm air rises, creating instability in the atmosphere.",∀x (Thunderstorm(x) → (WarmAirRises(x) ∧ AtmosphericInstability(x))),∀x (Thunderstorm(x) → (WarmAirRises(x) ∧ AtmosphericInstability(x))),success,2026-03-26T04:49:30.631183+00:00
101,"A fruit ripens when it receives ethylene gas, has reached its maturity, and is not exposed to cold temperatures.",∀x (Fruit(x) ∧ ReceivesEthyleneGas(x) ∧ ReachedMaturity(x) ∧ ¬ExposedToColdTemperatures(x) → Ripens(x)),∀x (Fruit(x) ∧ ReceivesEthyleneGas(x) ∧ ReachedMaturity(x) ∧ ¬ExposedToColdTemperatures(x) → Ripens(x)),success,2026-03-26T04:49:31.338106+00:00
102,A language x is considered a dead language if x is no longer spoken as a native language or used in daily communication.,∀x (Language(x) ∧ ¬(NativeLanguage(x) ∨ UsedInDailyCommunication(x)) → DeadLanguage(x)),∀x1 (Language(x1) ∧ ¬(NativeLanguage(x1) ∨ UsedInDailyCommunication(x1)) → DeadLanguage(x1)),success,2026-03-26T04:49:32.077498+00:00
103,There exist shapes that are neither squares nor circles nor triangles.,∃x (Shape(x) ∧ ¬(Square(x) ∨ Circle(x) ∨ Triangle(x))),∃x (¬Square(x) ∧ ¬Circle(x) ∧ ¬Triangle(x) ∧ Shape(x)),success,2026-03-26T04:49:32.789519+00:00
104,"A key opens a lock, but it does not close it.","∀x∀y (Key(x) ∧ Lock(y) → (Opens(x, y) ∧ ¬Closes(x, y)))","∀x∀y (¬Key(x) ∨ ¬Lock(y) ∨ (Opens(x, y) ∧ ¬Closes(x, y)))",success,2026-03-26T04:49:33.503314+00:00
105,Rain occurs when clouds release water droplets.,∀x∀y (Cloud(x) ∧ ReleasesWaterDroplets(x) → Rain(y)),∀x∀y (Cloud(x) ∧ ReleasesWaterDroplets(x) → Rain(y)),success,2026-03-26T04:49:34.204756+00:00
106,"Chemists study chemical reactions, while biologists examine living organisms.",∀x∀y (Chemist(x) → StudiesChemicalReactions(x)) ∧ (Biologist(y) → ExaminesLivingOrganisms(y)),∀x∀y (Chemist(x) → StudiesChemicalReactions(x)) ∧ (Biologist(y) → ExaminesLivingOrganisms(y)),success,2026-03-26T04:49:34.944883+00:00
107,A liquid turns into a gas if it reaches its boiling point.,∀x (Liquid(x) ∧ ReachesBoilingPoint(x) → Gas(x)),∃x (Liquid(x) ∧ ReachesBoilingPoint(x) → Gas(x)),success,2026-03-26T04:49:35.581478+00:00
108,A smartphone is water-resistant if it has a protective casing and sealed ports.,∀x (Smartphone(x) ∧ ProtectiveCasing(x) ∧ SealedPorts(x) → WaterResistant(x)),∀x1 (Smartphone(x1) ∧ ProtectiveCasing(x1) ∧ SealedPorts(x1) → WaterResistant(x1)),success,2026-03-26T04:49:36.267573+00:00
109,"A computer can have a desktop, laptop, or tablet form factor, but not more than one form factor.",∀x (Computer(x) → ((Desktop(x) ∧ ¬(Laptop(x) ∨ Tablet(x))) ∨ (Laptop(x) ∧ ¬(Desktop(x) ∨ Tablet(x))) ∨ (Tablet(x) ∧ ¬(Desktop(x) ∨ Laptop(x))))),∀x (Computer(x) → ((Desktop(x) ∧ ¬(Laptop(x) ∨ Tablet(x))) ∨ (Laptop(x) ∧ ¬(Desktop(x) ∨ Tablet(x))) ∨ (Tablet(x) ∧ ¬(Desktop(x) ∨ Laptop(x))))),success,2026-03-26T04:49:36.994304+00:00
110,A musical instrument is considered versatile if it can produce a wide range of tones and is suitable for various musical styles.,∀x (MusicalInstrument(x) ∧ Versatile(x) ↔ (ProducesWideRangeOfTones(x) ∧ SuitableForVariousMusicalStyles(x))),∀x (MusicalInstrument(x) ∧ Versatile(x) ↔ (ProducesWideRangeOfTones(x) ∧ SuitableForVariousMusicalStyles(x))),success,2026-03-26T04:49:37.721188+00:00
111,A dancer performs on a stage.,"∀x ∀y (Dancer(x) ∧ Stage(y) → PerformsOn(x, y))","∀x1 ∀y1 (Dancer(x1) ∧ Stage(y1) → PerformsOn(x1, y1))",success,2026-03-26T04:49:38.416545+00:00
112,"A planet orbits a star only when it has a stable elliptical path, and it is not a moon.","∀x ∀y (Planet(x) ∧ Star(y) ∧ StableEllipticalPath(x) ∧ ¬Moon(x) → Orbits(x, y))","∃x ∀y (Planet(x) ∧ Star(y) ∧ StableEllipticalPath(x) ∧ ¬Moon(x) → Orbits(x, y))",success,2026-03-26T04:49:39.122841+00:00
113,A material is considered elastic if it returns to its original shape after being stretched or compressed.,∀x (Material(x) ∧ ReturnsToOriginalShape(x) → Elastic(x)),∃x (Material(x) ∧ ReturnsToOriginalShape(x) → Elastic(x)),success,2026-03-26T04:49:39.852010+00:00
114,"A bicycle has two wheels, a frame, and a seat, and can be used for transportation or exercise.",∀x (Bicycle(x) → (HasTwoWheels(x) ∧ HasFrame(x) ∧ HasSeat(x)) ∧ (UsedForTransportation(x) ∨ UsedForExercise(x))),∀x (Bicycle(x) → (HasTwoWheels(x) ∧ HasFrame(x) ∧ HasSeat(x)) ∧ (UsedForTransportation(x) ∨ UsedForExercise(x))),success,2026-03-26T04:49:40.494026+00:00
115,Wearing a helmet reduces the risk of head injuries.,∀x (WearingHelmet(x) → ReducedRiskOfHeadInjuries(x)),∃x (WearingHelmet(x) → ReducedRiskOfHeadInjuries(x)),success,2026-03-26T04:49:41.183184+00:00
116,Some chairs are not made of wood.,∃x (Chair(x) ∧ ¬MadeOfWood(x)),∃x1 (Chair(x1) ∧ ¬MadeOfWood(x1)),success,2026-03-26T04:49:42.094518+00:00
117,A musical instrument x produces a pleasant sound if it is well-tuned and played by a skilled musician y.,"∀x ∀y (MusicalInstrument(x) ∧ Musician(y) ∧ WellTuned(x) ∧ SkilledMusician(y) → ProducesPleasantSound(x, y))","∀x ∀y (MusicalInstrument(x) ∧ Musician(y) ∧ WellTuned(x) ∧ SkilledMusician(y) ∧ ProducesPleasantSound(x, y))",success,2026-03-26T04:49:42.840664+00:00
118,Dolphins communicate with each other using sounds and body movements.,"∀x∀y (Dolphin(x) ∧ Dolphin(y) → Communicates(x, y, SoundsAndBodyMovements))","∀x1∀x2 (Dolphin(x1) ∧ Dolphin(x2) → Communicates(x1, x2, SoundsAndBodyMovements))",success,2026-03-26T04:49:43.526639+00:00
119,"A bird is classified as migratory if it travels long distances, has specific breeding and wintering grounds, and follows a seasonal pattern.",∀x (Bird(x) ∧ TravelsLongDistances(x) ∧ SpecificBreedingAndWinteringGrounds(x) ∧ SeasonalPattern(x) → Migratory(x)),∀x (Bird(x) ∧ TravelsLongDistances(x) ∧ SpecificBreedingAndWinteringGrounds(x) ∧ SeasonalPattern(x) → Migratory(x)),success,2026-03-26T04:49:44.241065+00:00
120,"Volcanoes can be dormant, active, or extinct, depending on their current state of eruption activity.",∀x (Volcano(x) → (Dormant(x) ⊕ Active(x) ⊕ Extinct(x))),∀x (Volcano(x) → (Dormant(x) ⊕ Active(x) ⊕ Extinct(x))),success,2026-03-26T04:49:44.758017+00:00
121,A movie is not both silent and having a soundtrack.,∀x (Movie(x) → ¬(Silent(x) ∧ Soundtrack(x))),∀x (Movie(x) → ¬(Silent(x) ∨ Soundtrack(x))),success,2026-03-26T04:49:45.480545+00:00
122,"A meal is satisfying if it's flavorful, has a variety of textures, and doesn't leave one feeling overly full or still hungry.",∀x (Meal(x) ∧ Satisfying(x) ↔ (Flavorful(x) ∧ VarietyOfTextures(x) ∧ ¬OverlyFull(x) ∧ ¬StillHungry(x))),∀x (Meal(x) ∧ Satisfying(x) ↔ (Flavorful(x) ∧ VarietyOfTextures(x) ∧ ¬OverlyFull(x) ∧ StillHungry(x))),success,2026-03-26T04:49:46.205622+00:00
123,A tree that grows in a desert environment and has deep roots is adapted to store water for extended periods of time.,"∀x∀z (Tree(x) ∧ DesertEnvironment(z) ∧ GrowsIn(x, z) ∧ DeepRoots(x) → AdaptedToStoreWater(x))","∀x∀z (Tree(x) ∧ DesertEnvironment(z) ∧ GrowsIn(x, z) ∧ DeepRoots(x) → AdaptedToStoreWater(x))",success,2026-03-26T04:49:47.013451+00:00
124,"A student passes a course when they attend regularly and score above the passing grade, or they may pass if they score exceptionally high on the final exam.","∀x (Student(x) ∧ Course(y) ∧ RegularAttendance(x, y) ∧ AbovePassingGrade(x, y) → Passes(x, y)) ∨ (Student(x) ∧ Course(y) ∧ ExceptionalFinalExamScore(x, y) → Passes(x, y))","∀x (Student(x) ∧ Course(y) ∧ RegularAttendance(x1, y) ∧ AbovePassingGrade(x1, y) → Passes(x1, y)) ∨ (Student(x1) ∧ Course(y) ∧ ExceptionalFinalExamScore(x1, y) → Passes(x1, y))",success,2026-03-26T04:49:47.838267+00:00
125,"A vibrant community organizes engaging events, promotes inclusivity, and fosters a sense of belonging among its members.",∀x (Community(x) ∧ OrganizesEngagingEvents(x) ∧ PromotesInclusivity(x) ∧ FostersSenseOfBelonging(x) → Vibrant(x)),∀x (Community(x) ∧ OrganizesEngagingEvents(x) ∧ PromotesInclusivity(x) ∧ FostersSenseOfBelonging(x) → Vibrant(x)),success,2026-03-26T04:49:48.518221+00:00
126,"A robust security system detects intrusions, sends alerts to property owners, and ensures the safety of occupants within a building.","∀x∀y∀z (SecuritySystem(x) ∧ Building(y) ∧ Occupant(z, y) ∧ DetectsIntrusions(x, y) ∧ SendsAlertsToPropertyOwners(x, y) ∧ EnsuresSafetyOfOccupants(x, z) → Robust(x))","∀x∀y∀z (SecuritySystem(x) ∧ Building(y) ∧ Occupant(z, y) ∧ DetectsIntrusions(x, y) ∧ SendsAlertsToPropertyOwners(x, y) ∧ EnsuresSafetyOfOccupants(x, z) → Robust(x))",success,2026-03-26T04:49:49.301534+00:00
127,A dog that is trained to assist people with disabilities and has passed certification tests is a service dog.,∀x ((Dog(x) ∧ TrainedToAssistPeopleWithDisabilities(x) ∧ PassedCertificationTests(x)) → ServiceDog(x)),∃x ((Dog(x) ∧ TrainedToAssistPeopleWithDisabilities(x) ∧ PassedCertificationTests(x)) → ServiceDog(x)),success,2026-03-26T04:49:50.012398+00:00
128,"A musical performance can be live and in-person, or it can be pre-recorded and streamed.",∀x (MusicalPerformance(x) → ((Live(x) ∧ InPerson(x)) ∨ (PreRecorded(x) ∧ Streamed(x)))),∀x (MusicalPerformance(x) → ((Live(x) ∧ InPerson(x)) ∨ (PreRecorded(x) ∧ Streamed(x)))),success,2026-03-26T04:49:50.685513+00:00
129,"Snow forms at freezing temperatures, while rain occurs at temperatures above freezing.",∀x (Snow(x) → FormsAtFreezingTemperatures(x)) ∧ ∀y (Rain(y) → OccursAtAboveFreezingTemperatures(y)),∀x (Snow(x) → FormsAtFreezingTemperatures(x)) ∧ ∀y (Rain(y) → OccursAtAboveFreezingTemperatures(y)),success,2026-03-26T04:49:51.366897+00:00
130,A device that stores and retrieves data and can be connected to a computer is a storage device.,∀x (Device(x) ∧ StoresData(x) ∧ RetrievesData(x) ∧ ConnectableToComputer(x) → StorageDevice(x)),∀x (Device(x) ∧ StoresData(x) ∧ RetrievesData(x) ∧ ConnectableToComputer(x) → StorageDevice(x)),success,2026-03-26T04:49:52.059417+00:00
