id,generated_fopl,ground_truth_fopl,structural_match,alpha_equivalent,normalized_match,status,timestamp
86,"∀x∀y (Battery(x) ∧ Device(y) → (StoresElectricalEnergy(x) ∧ ProvidesPower(x, y)))","∀x∀y (Battery(x) ∧ Device(y) → (StoresElectricalEnergy(x) ∧ ProvidesPower(x, y)))",1,1,1,success,2026-03-26T23:20:08.828223+00:00
87,∀x (Vehicle(x) ∧ TwoWheels(x) ∧ HasEngine(x) → Motorcycle(x)),∀x (Vehicle(x) ∧ TwoWheels(x) ∧ HasEngine(x) → Motorcycle(x)),1,1,1,success,2026-03-26T23:20:08.828223+00:00
88,∀x∀y∀z (City(x) ∧ Park(y) ∧ Beach(z) → (¬¬HasBuildings(x) ∨ (HasTrees(y) ∧ HasSand(z))),∀x∀y∀z (City(x) ∧ Park(y) ∧ Beach(z) → (HasBuildings(x) ∧ HasTrees(y) ∧ HasSand(z))),0,1,1,success,2026-03-26T23:20:08.828223+00:00
89,∀x1 (Oven(x1) → (UsedForBaking(x1) ∧ UsedForCooking(x1))),∀x (Oven(x) → (UsedForBaking(x) ∧ UsedForCooking(x))),0,0,1,success,2026-03-26T23:20:08.828223+00:00
90,"∀x∀y∀z (Beverage(x) ∧ MadeFromFermentedGrains(x) ∧ SpecificAlcoholContent(y) ∧ Has(x, y) ∧ PopularInRegion(x, z) ∧ ParticularRegion(z) → (Beer(x) ∨ Ale(x)))","∀x∀y∀z (Beverage(x) ∧ MadeFromFermentedGrains(x) ∧ SpecificAlcoholContent(y) ∧ Has(x, y) ∧ PopularInRegion(x, z) ∧ ParticularRegion(z) → (Beer(x) ∨ Ale(x)))",0,0,1,success,2026-03-26T23:20:08.828223+00:00
91,∀x (Sun(x) → (RisesInEast(x) ∧ SetsInWest(x) ∧ ShinesDuringDay(x))),∀x (Sun(x) → (RisesInEast(x) ∧ SetsInWest(x) ∧ ShinesDuringDay(x))),1,1,1,success,2026-03-26T23:20:08.828223+00:00
92,∀x∀y (Wolf(x) ∧ Bird(y) → (Howls(x) ∧ Chirps(y))),∀x∀y (Wolf(x) ∧ Bird(y) → (Howls(x) ∧ Chirps(y))),1,1,1,success,2026-03-26T23:20:08.828223+00:00
93,∀x (Volunteer(x) ↔ (Person(x) ∧ OffersTimeAndSkills(x) ∧ ForCause(x) ∧ ExpectsCompensation(x))),∀x (Volunteer(x) ↔ (Person(x) ∧ OffersTimeAndSkills(x) ∧ ForCause(x) ∧ ¬ExpectsCompensation(x))),1,1,1,success,2026-03-26T23:20:08.828223+00:00
94,∀x (Vehicle(x) ∧ TwoWheels(x) ∧ PoweredByHumanEffort(x) ∧ RiderSitsOnSeatAndPedals(x) → Bicycle(x)),∀x (Vehicle(x) ∧ TwoWheels(x) ∧ PoweredByHumanEffort(x) ∧ RiderSitsOnSeatAndPedals(x) → Bicycle(x)),1,1,1,success,2026-03-26T23:20:08.828223+00:00
95,∀x (Musician(x) ∧ Versatile(x) ∧ (PlaysPiano(x) ∨ PlaysGuitar(x)) ∧ (PerformsInJazz(x) ∨ PerformsInRock(x))),∀x (Musician(x) ∧ Versatile(x) ∧ (PlaysPiano(x) ∨ PlaysGuitar(x)) ∧ (PerformsInJazz(x) ∨ PerformsInRock(x))),1,1,1,success,2026-03-26T23:20:08.828223+00:00
96,∀x1 (FourSides(x1) → Quadrilateral(x1)),∀x (FourSides(x) → Quadrilateral(x)),0,1,1,success,2026-03-26T23:20:08.828223+00:00
97,∀x (Waterfall(x) → NaturalFeature(x) ∧ WaterFlowsOverVerticalDrop(x) ∧ FoundInMountainousAreas(x)),∀x (Waterfall(x) → NaturalFeature(x) ∧ WaterFlowsOverVerticalDrop(x) ∧ (FoundInMountainousAreas(x) ∨ FoundAlongRivers(x))),0,0,1,success,2026-03-26T23:20:08.828223+00:00
98,∀x1 (Student(x1) ∧ GoodGrades(x1) ∧ ParticipatesInExtracurricularActivities(x1) → HonorStudent(x1)),∀x (Student(x) ∧ GoodGrades(x) ∧ ParticipatesInExtracurricularActivities(x) → HonorStudent(x)),0,0,0,success,2026-03-26T23:20:08.828223+00:00
99,∀x (Game(x) ∧ PlayedOnRectangularSurface(x) ∧ InvolvesTwoTeams(x) ∧ ObjectiveIsScoringPoints(x) ∧ PuttingBallInOpposingTeamsGoal(x) → Soccer(x)),∀x (Game(x) ∧ PlayedOnRectangularSurface(x) ∧ InvolvesTwoTeams(x) ∧ ObjectiveIsScoringPoints(x) ∧ PuttingBallInOpposingTeamsGoal(x) → Soccer(x)),1,1,1,success,2026-03-26T23:20:08.828223+00:00
100,∀x (Thunderstorm(x) → (WarmAirRises(x) ∧ AtmosphericInstability(x))),∀x (Thunderstorm(x) → (WarmAirRises(x) ∧ AtmosphericInstability(x))),1,1,1,success,2026-03-26T23:20:08.828223+00:00
101,∀x (Fruit(x) ∧ ReceivesEthyleneGas(x) ∧ ReachedMaturity(x) ∧ ¬ExposedToColdTemperatures(x) → Ripens(x)),∀x (Fruit(x) ∧ ReceivesEthyleneGas(x) ∧ ReachedMaturity(x) ∧ ¬ExposedToColdTemperatures(x) → Ripens(x)),1,1,1,success,2026-03-26T23:20:08.828223+00:00
102,∀x1 (Language(x1) ∧ ¬(NativeLanguage(x1) ∨ UsedInDailyCommunication(x1)) → DeadLanguage(x1)),∀x (Language(x) ∧ ¬(NativeLanguage(x) ∨ UsedInDailyCommunication(x)) → DeadLanguage(x)),1,1,1,success,2026-03-26T23:20:08.828223+00:00
103,∃x (¬Square(x) ∧ ¬Circle(x) ∧ ¬Triangle(x) ∧ Shape(x)),∃x (Shape(x) ∧ ¬(Square(x) ∨ Circle(x) ∨ Triangle(x))),0,1,1,success,2026-03-26T23:20:08.832113+00:00
104,"∀x∀y (¬Key(x) ∨ ¬Lock(y) ∨ (Opens(x, y) ∧ ¬Closes(x, y)))","∀x∀y (Key(x) ∧ Lock(y) → (Opens(x, y) ∧ ¬Closes(x, y)))",0,0,1,success,2026-03-26T23:20:08.832113+00:00
105,∀x∀y (Cloud(x) ∧ ReleasesWaterDroplets(x) → Rain(y)),∀x∀y (Cloud(x) ∧ ReleasesWaterDroplets(x) → Rain(y)),0,0,1,success,2026-03-26T23:20:08.832113+00:00
106,∀x∀y (Chemist(x) → StudiesChemicalReactions(x)) ∧ (Biologist(y) → ExaminesLivingOrganisms(y)),∀x∀y (Chemist(x) → StudiesChemicalReactions(x)) ∧ (Biologist(y) → ExaminesLivingOrganisms(y)),1,1,1,success,2026-03-26T23:20:08.832113+00:00
107,∃x (Liquid(x) ∧ ReachesBoilingPoint(x) → Gas(x)),∀x (Liquid(x) ∧ ReachesBoilingPoint(x) → Gas(x)),1,1,1,success,2026-03-26T23:20:08.832113+00:00
108,∀x1 (Smartphone(x1) ∧ ProtectiveCasing(x1) ∧ SealedPorts(x1) → WaterResistant(x1)),∀x (Smartphone(x) ∧ ProtectiveCasing(x) ∧ SealedPorts(x) → WaterResistant(x)),1,1,1,success,2026-03-26T23:20:08.832113+00:00
109,∀x (Computer(x) → ((Desktop(x) ∧ ¬(Laptop(x) ∨ Tablet(x))) ∨ (Laptop(x) ∧ ¬(Desktop(x) ∨ Tablet(x))) ∨ (Tablet(x) ∧ ¬(Desktop(x) ∨ Laptop(x))))),∀x (Computer(x) → ((Desktop(x) ∧ ¬(Laptop(x) ∨ Tablet(x))) ∨ (Laptop(x) ∧ ¬(Desktop(x) ∨ Tablet(x))) ∨ (Tablet(x) ∧ ¬(Desktop(x) ∨ Laptop(x))))),1,1,1,success,2026-03-26T23:20:08.832113+00:00
110,∀x (MusicalInstrument(x) ∧ Versatile(x) ↔ (ProducesWideRangeOfTones(x) ∧ SuitableForVariousMusicalStyles(x))),∀x (MusicalInstrument(x) ∧ Versatile(x) ↔ (ProducesWideRangeOfTones(x) ∧ SuitableForVariousMusicalStyles(x))),0,1,1,success,2026-03-26T23:20:08.832113+00:00
111,"∀x1 ∀y1 (Dancer(x1) ∧ Stage(y1) → PerformsOn(x1, y1))","∀x ∀y (Dancer(x) ∧ Stage(y) → PerformsOn(x, y))",0,0,1,success,2026-03-26T23:20:08.832113+00:00
112,"∃x ∀y (Planet(x) ∧ Star(y) ∧ StableEllipticalPath(x) ∧ ¬Moon(x) → Orbits(x, y))","∀x ∀y (Planet(x) ∧ Star(y) ∧ StableEllipticalPath(x) ∧ ¬Moon(x) → Orbits(x, y))",0,0,1,success,2026-03-26T23:20:08.833111+00:00
113,∃x (Material(x) ∧ ReturnsToOriginalShape(x) → Elastic(x)),∀x (Material(x) ∧ ReturnsToOriginalShape(x) → Elastic(x)),0,0,0,success,2026-03-26T23:20:08.833111+00:00
114,∀x (Bicycle(x) → (HasTwoWheels(x) ∧ HasFrame(x) ∧ HasSeat(x)) ∧ (UsedForTransportation(x) ∨ UsedForExercise(x))),∀x (Bicycle(x) → (HasTwoWheels(x) ∧ HasFrame(x) ∧ HasSeat(x)) ∧ (UsedForTransportation(x) ∨ UsedForExercise(x))),1,1,1,success,2026-03-26T23:20:08.833111+00:00
115,∃x (WearingHelmet(x) → ReducedRiskOfHeadInjuries(x)),∀x (WearingHelmet(x) → ReducedRiskOfHeadInjuries(x)),1,1,1,success,2026-03-26T23:20:08.833111+00:00
116,∃x1 (Chair(x1) ∧ ¬MadeOfWood(x1)),∃x (Chair(x) ∧ ¬MadeOfWood(x)),1,1,1,success,2026-03-26T23:20:08.833111+00:00
117,"∀x ∀y (MusicalInstrument(x) ∧ Musician(y) ∧ WellTuned(x) ∧ SkilledMusician(y) ∧ ProducesPleasantSound(x, y))","∀x ∀y (MusicalInstrument(x) ∧ Musician(y) ∧ WellTuned(x) ∧ SkilledMusician(y) → ProducesPleasantSound(x, y))",1,1,1,success,2026-03-26T23:20:08.833111+00:00
118,"∀x1∀x2 (Dolphin(x1) ∧ Dolphin(x2) → Communicates(x1, x2, SoundsAndBodyMovements))","∀x∀y (Dolphin(x) ∧ Dolphin(y) → Communicates(x, y, SoundsAndBodyMovements))",0,1,1,success,2026-03-26T23:20:08.833111+00:00
119,∀x (Bird(x) ∧ TravelsLongDistances(x) ∧ SpecificBreedingAndWinteringGrounds(x) ∧ SeasonalPattern(x) → Migratory(x)),∀x (Bird(x) ∧ TravelsLongDistances(x) ∧ SpecificBreedingAndWinteringGrounds(x) ∧ SeasonalPattern(x) → Migratory(x)),0,0,1,success,2026-03-26T23:20:08.833111+00:00
120,∀x (Volcano(x) → (Dormant(x) ⊕ Active(x) ⊕ Extinct(x))),∀x (Volcano(x) → (Dormant(x) ⊕ Active(x) ⊕ Extinct(x))),0,0,1,success,2026-03-26T23:20:08.833111+00:00
121,∀x (Movie(x) → ¬(Silent(x) ∨ Soundtrack(x))),∀x (Movie(x) → ¬(Silent(x) ∧ Soundtrack(x))),1,1,1,success,2026-03-26T23:20:08.834110+00:00
122,∀x (Meal(x) ∧ Satisfying(x) ↔ (Flavorful(x) ∧ VarietyOfTextures(x) ∧ ¬OverlyFull(x) ∧ StillHungry(x))),∀x (Meal(x) ∧ Satisfying(x) ↔ (Flavorful(x) ∧ VarietyOfTextures(x) ∧ ¬OverlyFull(x) ∧ ¬StillHungry(x))),1,1,1,success,2026-03-26T23:20:08.834110+00:00
123,"∀x∀z (Tree(x) ∧ DesertEnvironment(z) ∧ GrowsIn(x, z) ∧ DeepRoots(x) → AdaptedToStoreWater(x))","∀x∀z (Tree(x) ∧ DesertEnvironment(z) ∧ GrowsIn(x, z) ∧ DeepRoots(x) → AdaptedToStoreWater(x))",1,1,1,success,2026-03-26T23:20:08.834110+00:00
124,"∀x (Student(x) ∧ Course(y) ∧ RegularAttendance(x1, y) ∧ AbovePassingGrade(x1, y) → Passes(x1, y)) ∨ (Student(x1) ∧ Course(y) ∧ ExceptionalFinalExamScore(x1, y) → Passes(x1, y))","∀x (Student(x) ∧ Course(y) ∧ RegularAttendance(x, y) ∧ AbovePassingGrade(x, y) → Passes(x, y)) ∨ (Student(x) ∧ Course(y) ∧ ExceptionalFinalExamScore(x, y) → Passes(x, y))",1,1,1,success,2026-03-26T23:20:08.834110+00:00
125,∀x (Community(x) ∧ OrganizesEngagingEvents(x) ∧ PromotesInclusivity(x) ∧ FostersSenseOfBelonging(x) → Vibrant(x)),∀x (Community(x) ∧ OrganizesEngagingEvents(x) ∧ PromotesInclusivity(x) ∧ FostersSenseOfBelonging(x) → Vibrant(x)),0,1,1,success,2026-03-26T23:20:08.834110+00:00
126,"∀x∀y∀z (SecuritySystem(x) ∧ Building(y) ∧ Occupant(z, y) ∧ DetectsIntrusions(x, y) ∧ SendsAlertsToPropertyOwners(x, y) ∧ EnsuresSafetyOfOccupants(x, z) → Robust(x))","∀x∀y∀z (SecuritySystem(x) ∧ Building(y) ∧ Occupant(z, y) ∧ DetectsIntrusions(x, y) ∧ SendsAlertsToPropertyOwners(x, y) ∧ EnsuresSafetyOfOccupants(x, z) → Robust(x))",0,0,1,success,2026-03-26T23:20:08.834110+00:00
127,∃x ((Dog(x) ∧ TrainedToAssistPeopleWithDisabilities(x) ∧ PassedCertificationTests(x)) → ServiceDog(x)),∀x ((Dog(x) ∧ TrainedToAssistPeopleWithDisabilities(x) ∧ PassedCertificationTests(x)) → ServiceDog(x)),0,0,1,success,2026-03-26T23:20:08.834110+00:00
128,∀x (MusicalPerformance(x) → ((Live(x) ∧ InPerson(x)) ∨ (PreRecorded(x) ∧ Streamed(x)))),∀x (MusicalPerformance(x) → ((Live(x) ∧ InPerson(x)) ∨ (PreRecorded(x) ∧ Streamed(x)))),0,0,0,success,2026-03-26T23:20:08.834110+00:00
129,∀x (Snow(x) → FormsAtFreezingTemperatures(x)) ∧ ∀y (Rain(y) → OccursAtAboveFreezingTemperatures(y)),∀x (Snow(x) → FormsAtFreezingTemperatures(x)) ∧ ∀y (Rain(y) → OccursAtAboveFreezingTemperatures(y)),1,1,1,success,2026-03-26T23:20:08.835110+00:00
130,∀x (Device(x) ∧ StoresData(x) ∧ RetrievesData(x) ∧ ConnectableToComputer(x) → StorageDevice(x)),∀x (Device(x) ∧ StoresData(x) ∧ RetrievesData(x) ∧ ConnectableToComputer(x) → StorageDevice(x)),1,1,1,success,2026-03-26T23:20:08.835110+00:00
131,∀x (Movie(x) → Comedy(x) ⊕ Drama(x) ⊕ Action(x)),∀x (Movie(x) → Comedy(x) ⊕ Drama(x) ⊕ Action(x)),1,1,1,success,2026-03-26T23:20:08.835110+00:00
132,∀x1 (Vehicle(x1) ∧ TravelsOnLand(x1) ∧ TravelsOnWater(x1) → AmphibiousVehicle(x1)),∀x (Vehicle(x) ∧ TravelsOnLand(x) ∧ TravelsOnWater(x) → AmphibiousVehicle(x)),0,1,1,success,2026-03-26T23:20:08.835110+00:00
133,∀x (Triangle(x) → (¬Equilateral(x) ∨ ¬Isosceles(x))),∀x (Triangle(x) → (Equilateral(x) ⊕ Isosceles(x))),0,0,1,success,2026-03-26T23:20:08.835110+00:00
134,∀x (Smartphone(x) ↔ (Device(x) ∧ TouchscreenInterface(x) ∧ InternetAccess(x) ∧ RunsApplications(x))),∀x (Smartphone(x) ↔ (Device(x) ∧ TouchscreenInterface(x) ∧ InternetAccess(x) ∧ RunsApplications(x))),0,0,1,success,2026-03-26T23:20:08.835110+00:00
135,∃x ∃y (Ball(x) ∧ Cube(y) ∧ (Red(x) ∨ Blue(y)) ∧ ¬Red(x) ∨ ¬Blue(y)),∃x ∃y (Ball(x) ∧ Cube(y) ∧ (Red(x) ∨ Blue(y)) ∧ ¬(Red(x) ∧ Blue(y))),1,1,1,success,2026-03-26T23:20:08.835110+00:00
136,∀x (Animal(x) ∧ HasFeathers(x) ∧ LaysEggs(x) ∧ WarmBlooded(x) → Bird(x)),∀x (Animal(x) ∧ HasFeathers(x) ∧ LaysEggs(x) ∧ WarmBlooded(x) → Bird(x)),1,1,1,success,2026-03-26T23:20:08.835110+00:00
137,∃x (Product(x) ∧ Innovative(x) ∧ WellAdvertised(x) ∧ SolvesCommonProblem(x) → HighDemand(x)),∀x (Product(x) ∧ Innovative(x) ∧ WellAdvertised(x) ∧ SolvesCommonProblem(x) → HighDemand(x)),1,1,1,success,2026-03-26T23:20:08.835110+00:00
138,∀x1∀y1 (Train(x1) ∧ Bus(y1) → (PublicTransportation(x1) ∧ PublicTransportation(y1))),∀x∀y (Train(x) ∧ Bus(y) → (PublicTransportation(x) ∧ PublicTransportation(y))),1,1,1,success,2026-03-26T23:20:08.835110+00:00
139,∀x1 (Cake(x1) → (IsSweet(x1) ∧ MadeFromFlour(x1))),∀x (Cake(x) → (IsSweet(x) ∧ MadeFromFlour(x))),1,1,1,success,2026-03-26T23:20:08.836110+00:00
140,CartilaginousSkeleton(shark) ∧ OceanDweller(shark) ∧ Carnivorous(shark),CartilaginousSkeleton(shark) ∧ OceanDweller(shark) ∧ Carnivorous(shark),0,1,1,success,2026-03-26T23:20:08.836110+00:00
141,∀x (Smartphone(x) → (FacilitatesCommunication(x) ∧ AccessToInformation(x) ∧ EnablesConnectivity(x) ∧ EnhancesProductivity(x))),∀x (Smartphone(x) → (FacilitatesCommunication(x) ∧ AccessToInformation(x) ∧ EnablesConnectivity(x) ∧ EnhancesProductivity(x))),0,0,1,success,2026-03-26T23:20:08.836110+00:00
142,∃x (Laptop(x) → (BuiltInKeyboard(x) ∧ DisplayScreen(x))),∀x (Laptop(x) → (BuiltInKeyboard(x) ∧ DisplayScreen(x))),0,0,1,success,2026-03-26T23:20:08.836533+00:00
143,∀x (Food(x) ∧ Spicy(x) ↔ ContainsHotIngredients(x)),∀x (Food(x) ∧ Spicy(x) ↔ ContainsHotIngredients(x)),0,0,0,success,2026-03-26T23:20:08.836533+00:00
144,"∀x1 (Square(x1) → (NumberOfSides(x1, 4) ∧ EqualLengthSides(x1) ∧ NumberOfRightAngles(x1, 4)))","∀x (Square(x) → (NumberOfSides(x, 4) ∧ EqualLengthSides(x) ∧ NumberOfRightAngles(x, 4)))",1,1,1,success,2026-03-26T23:20:08.836533+00:00
145,∀x (Movie(x) ∧ CriticallyAcclaimed(x) → (EngagingStoryline(x) ∧ ExcellentActing(x))),∀x (Movie(x) ∧ CriticallyAcclaimed(x) → (EngagingStoryline(x) ∧ ExcellentActing(x))),1,1,1,success,2026-03-26T23:20:08.836533+00:00
146,"∀x1∀x2 (Baker(x1) ∧ Bread(x2) → Bakes(x1, x2))","∀x∀y (Baker(x) ∧ Bread(y) → Bakes(x, y))",1,1,1,success,2026-03-26T23:20:08.836533+00:00
147,∃x1 (Athlete(x1) ∧ (IndividualSportCompetitor(x1) ∨ TeamSportCompetitor(x1) ∨ (IndividualSportCompetitor(x1) ∧ TeamSportCompetitor(x1)))),∃x (Athlete(x) ∧ (IndividualSportCompetitor(x) ∨ TeamSportCompetitor(x) ∨ (IndividualSportCompetitor(x) ∧ TeamSportCompetitor(x)))),0,1,1,success,2026-03-26T23:20:08.836533+00:00
148,∀x1 (Triangle(x1) → ThreeSides(x1)) ∧ ∀x2 (Square(x2) → FourSides(x2)),∀x (Triangle(x) → ThreeSides(x)) ∧ ∀y (Square(y) → FourSides(y)),0,0,1,success,2026-03-26T23:20:08.836533+00:00
149,∀x (Dish(x) ∧ IsSweet(x) ∧ ServedAfterMeal(x) ∧ ¬PartOfMainCourse(x) → Dessert(x)),∀x (Dish(x) ∧ IsSweet(x) ∧ ServedAfterMeal(x) ∧ ¬PartOfMainCourse(x) → Dessert(x)),0,0,1,success,2026-03-26T23:20:08.836533+00:00
150,∃x1 (IceCreamFlavor(x1) ∧ ¬Sweet(x1)),∃x (IceCreamFlavor(x) ∧ ¬Sweet(x)),1,1,1,success,2026-03-26T23:20:08.836533+00:00
151,∀x1 (Student(x1) ∧ (AcademicExcellence(x1) ∨ FinancialNeed(x1)) → ReceivesScholarship(x1)),∀x (Student(x) ∧ (AcademicExcellence(x) ∨ FinancialNeed(x)) → ReceivesScholarship(x)),1,1,1,success,2026-03-26T23:20:08.836533+00:00
152,"∀x ∀y (Student(x) ∧ Exam(y) ∧ StudiesDiligently(x) → (PassWithHighScore(x, y) ∨ FailDueToExternalFactors(x, x)))","∀x ∀y (Student(x) ∧ Exam(y) ∧ StudiesDiligently(x) → (PassWithHighScore(x, y) ∨ FailDueToExternalFactors(x, y)))",1,1,1,success,2026-03-26T23:20:08.836533+00:00
153,∀x1 (Cinema(x1) → DisplaysMovies(x1)),∀x (Cinema(x) → DisplaysMovies(x)),1,1,1,success,2026-03-26T23:20:08.836533+00:00
154,"∀x1∀x2∀x3 (SolarPanel(x1) ∧ Sunlight(x2) ∧ ElectricalEnergy(x3) → GeneratesElectricity(x1, x2, x3))","∀x∀y∀z (SolarPanel(x) ∧ Sunlight(y) ∧ ElectricalEnergy(z) → GeneratesElectricity(x, y, z))",0,1,1,success,2026-03-26T23:20:08.836533+00:00
155,"∀x1 ∀x2 (Vaccine(x1) ∧ Pathogen(x2) ∧ StimulatesImmuneSystemWithoutCausingIllness(x1, x2) → ProvidesImmunity(x1))","∀x ∀y (Vaccine(x) ∧ Pathogen(y) ∧ StimulatesImmuneSystemWithoutCausingIllness(x, y) → ProvidesImmunity(x))",0,0,1,success,2026-03-26T23:20:08.836533+00:00
156,"∀x1∀y1∀z1 (Mountain(x1) ∧ Climate(y1) ∧ (WindPatterns(z1) ∨ Precipitation(z1) ∨ Temperature(z1)) → Influences(x1, y1, z1))","∀x∀y∀z (Mountain(x) ∧ Climate(y) ∧ (WindPatterns(z) ∨ Precipitation(z) ∨ Temperature(z)) → Influences(x, y, z))",0,0,1,success,2026-03-26T23:20:08.836533+00:00
157,∃x (LaptopComputer(x) → Portable(x) ∧ RunsOnBatteryPower(x) ∧ IncludesBuiltInKeyboard(x) ∧ IncludesTouchpad(x) ∧ IncludesDisplayScreen(x)),∀x (LaptopComputer(x) → Portable(x) ∧ RunsOnBatteryPower(x) ∧ IncludesBuiltInKeyboard(x) ∧ IncludesTouchpad(x) ∧ IncludesDisplayScreen(x)),1,1,1,success,2026-03-26T23:20:08.836533+00:00
158,"∀x1 ∀x2 (Student(x1) ∧ University(x2) ∧ CompletedDegreeRequirements(x1, x2) ∧ ReceivedDiplomaFrom(x1, x2) → Graduates(x1, x2))","∀x ∀y (Student(x) ∧ University(y) ∧ CompletedDegreeRequirements(x, y) ∧ ReceivedDiplomaFrom(x, y) → Graduates(x, y))",0,0,0,success,2026-03-26T23:20:08.836533+00:00
159,∀x1 ∀y1 ∀z1 (Dessert(x1) ∧ MainCourse(y1) ∧ SideDish(z1) → ((Sweet(x1) ∨ Sour(x1)) ∧ Savory(y1) ⊕ (Salty(z1) ∨ Spicy(z1)))),∀x ∀y ∀z (Dessert(x) ∧ MainCourse(y) ∧ SideDish(z) → ((Sweet(x) ∨ Sour(x)) ∧ Savory(y) ⊕ (Salty(z) ∨ Spicy(z)))),1,1,1,success,2026-03-26T23:20:08.836533+00:00
160,"∀x1∀x2 (Lawyer(x1) ∧ Client(x2) → (DefendsInCriminal(x1, x2) ∨ DefendsInCivil(x1, x2) ∨ DefendsInFamily(x1, x2)))","∀x∀y (Lawyer(x) ∧ Client(y) → (DefendsInCriminal(x, y) ∨ DefendsInCivil(x, y) ∨ DefendsInFamily(x, y)))",1,1,1,success,2026-03-26T23:20:08.836533+00:00
161,∀x1 (Zoo(x1) → (HousesDiverseAssortmentOfAnimals(x1) ∧ ProvidesNaturalisticHabitats(x1))),∀x (Zoo(x) → (HousesDiverseAssortmentOfAnimals(x) ∧ ProvidesNaturalisticHabitats(x))),0,1,1,success,2026-03-26T23:20:08.836533+00:00
162,∀x (Garden(x) ∧ Thriving(x) ↔ (DiverseRangeOfPlants(x) ∧ (AdequateSunlight(x) ∨ FertileSoil(x)))),∀x (Garden(x) ∧ Thriving(x) ↔ (DiverseRangeOfPlants(x) ∧ (AdequateSunlight(x) ∨ FertileSoil(x)))),0,0,1,success,2026-03-26T23:20:08.836533+00:00
163,∀x (Cyclist(x) → RideBicycle(x)) ∧ (Motorcyclist(x) → RideMotorcycle(x)) ∧ (Driver(x) → OperateCar(x)) ∧ (Pedestrian(x) → TravelOnFoot(x)),∀x (Cyclist(x) → RideBicycle(x)) ∧ (Motorcyclist(x) → RideMotorcycle(x)) ∧ (Driver(x) → OperateCar(x)) ∧ (Pedestrian(x) → TravelOnFoot(x)),0,0,1,success,2026-03-26T23:20:08.836533+00:00
164,"∀x∀y (CelestialObject(x) ∧ Planet(y) ∧ Orbits(x, y) → Moon(x))","∀x∀y (CelestialObject(x) ∧ Planet(y) ∧ Orbits(x, y) → Moon(x))",1,1,1,success,2026-03-26T23:20:08.836533+00:00
165,∀x (Cat(x) → HasFur(x)) ∧ (Dog(x) → HasTail(x)) ∧ (Bird(x) → HasFeathers(x)),∀x (Cat(x) → HasFur(x)) ∧ (Dog(x) → HasTail(x)) ∧ (Bird(x) → HasFeathers(x)),1,1,1,success,2026-03-26T23:20:08.836533+00:00
166,∀x1 (Smartphone(x1) → CanSendTextMessages(x1)),∀x (Smartphone(x) → CanSendTextMessages(x)),1,1,1,success,2026-03-26T23:20:08.836533+00:00
167,∃x (Student(x) → (StudiesMath(x) ⊕ StudiesHistory(x))),∀x (Student(x) → (StudiesMath(x) ⊕ StudiesHistory(x))),1,1,1,success,2026-03-26T23:20:08.836533+00:00
168,∀x (Number(x) ∧ Even(x) ↔ DivisibleByTwo(x)),∀x (Number(x) ∧ Even(x) ↔ DivisibleByTwo(x)),1,1,1,success,2026-03-26T23:20:08.836533+00:00
169,"∀x1 ∀y1 ∀z1 (Museum(x1) ∧ Artifact(y1) → Displays(x1, y1)) ∧ (Library(z1) ∧ Book(a) → Lends(z1, a))","∀x ∀y ∀z (Museum(x) ∧ Artifact(y) → Displays(x, y)) ∧ (Library(z) ∧ Book(a) → Lends(z, a))",0,1,1,success,2026-03-26T23:20:08.836533+00:00
170,∀x (MusicalPerformance(x) ∧ Memorable(x) ↔ (ExceptionalTalent(x) ∨ UniqueStagePresence(x) ∨ EmotionalConnectionWithAudience(x))),∀x (MusicalPerformance(x) ∧ Memorable(x) ↔ (ExceptionalTalent(x) ∨ UniqueStagePresence(x) ∨ EmotionalConnectionWithAudience(x))),0,0,1,success,2026-03-26T23:20:08.836533+00:00
171,"∃x1 ∃x2 (Student(x1) ∧ Teacher(x2) ∧ Studies(x1, Mathematics) ∧ Teaches(x2, Chemistry))","∃x ∃y (Student(x) ∧ Teacher(y) ∧ Studies(x, Mathematics) ∧ Teaches(y, Chemistry))",0,0,1,success,2026-03-26T23:20:08.836533+00:00
172,∃x (Grass(x) → ¬Tree(x)),∀x (Grass(x) → ¬Tree(x)),1,1,1,success,2026-03-26T23:20:08.836533+00:00
173,∀x (Plant(x) ∧ AdequateSunlight(x) ∧ ProperWatering(x) ∧ EssentialNutrients(x) → ThrivesAndGrowsHealthily(x)),∀x (Plant(x) ∧ AdequateSunlight(x) ∧ ProperWatering(x) ∧ EssentialNutrients(x) → ThrivesAndGrowsHealthily(x)),0,0,0,success,2026-03-26T23:20:08.836533+00:00
174,"∀x1∀x2 (Element(x1) ∧ Element(x2) ∧ ChemicalReaction(x1, x2) → FormsCompound(x1, x2))","∀x∀y (Element(x) ∧ Element(y) ∧ ChemicalReaction(x, y) → FormsCompound(x, y))",1,1,1,success,2026-03-26T23:20:08.836533+00:00
175,∀x (ElectronicDevice(x) → (PoweredOn(x) ⊕ PoweredOff(x))),∀x (ElectronicDevice(x) → (PoweredOn(x) ⊕ PoweredOff(x))),1,1,1,success,2026-03-26T23:20:08.836533+00:00
176,∀x (Animal(x) ∧ HasHair(x) ∧ GivesBirthToLiveYoung(x) ∧ ProducesMilk(x) → Mammal(x)),∀x (Animal(x) ∧ HasHair(x) ∧ GivesBirthToLiveYoung(x) ∧ ProducesMilk(x) → Mammal(x)),0,1,1,success,2026-03-26T23:20:08.836533+00:00
